companyFullName,companyLabelList,financeStage,companySize,city,salary,secondType,workYear,education,positionName,positionLables,positionAdvantage,maxsalary,minsalary,avesalary,name,belong
上海河姆渡实业发展有限公司,['无特殊要求'],A轮,500-2000人,上海,15k-20k,交互,3-5年,本科,ue设计师,"['电商', '交互', '用户体验']","绩效奖金,五险一金",20k,15k,17.5,交互设计师,交互设计
上海竞乐信息技术有限公司,"['年底双薪', '绩效奖金', '交通补助', '五险一金']",不需要融资,150-500人,上海,25k-40k,交互,3-5年,本科,游戏交互设计UE,"['交互', '游戏交互']",大平台，双休弹性，项目奖金，15天年假,40k,25k,32.5,交互设计师,交互设计
跨越速运集团有限公司,"['节日礼物', '免费班车', '带薪年假', '绩效奖金']",不需要融资,2000人以上,深圳,18k-25k,交互,5-10年,大专,高级UE设计师,"['交互', '用户体验', '移动交互', '网页交互']",工龄奖、月度之星、团建活动、培训、分享会,25k,18k,21.5,交互设计师,交互设计
数说新奇信息技术（上海）有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",不需要融资,15-50人,上海,7k-12k,交互,3-5年,本科,交互设计师,"['电商', '直播', '交互', 'UI']",五险一金 补充医疗 员工旅游 年终奖金,12k,7k,9.5,交互设计师,交互设计
北京陆融通达科技有限责任公司,['无特殊要求'],不需要融资,50-150人,北京,10k-15k,交互,3-5年,大专,ui交互设计师,"['交互', '用户体验', 'Axure', 'UI']",数据可视化产品，B端，发展方向：带团队,15k,10k,12.5,交互设计师,交互设计
深圳金融科技研究院(中国人民银行金融科技研究院),['无特殊要求'],不需要融资,150-500人,北京,40k-80k,交互,5-10年,本科,资深交互设计师,['金融'],发展空间大，福利好,80k,40k,60.0,交互设计师,交互设计
诚迈科技（南京）股份有限公司,"['年底双薪', '专项奖金', '交通补助', '午餐补助']",上市公司,2000人以上,深圳,10k-16k,交互,1-3年,大专,交互设计师,['用户体验'],带薪年假 带薪病假 晋升空间大,16k,10k,13.0,交互设计师,交互设计
深圳市酷汇信息科技有限公司,['无特殊要求'],不需要融资,少于15人,深圳,7k-9k,交互,不限,不限,兼职ui设计师,"['交互', '设计', '界面设计']",日结,9k,7k,8.0,交互设计师,交互设计
上海莉莉丝科技股份有限公司,"['项目奖金', '零食无限量', '牛逼的同事', '境外旅游']",不需要融资,500-2000人,上海,10k-20k,交互,3-5年,不限,交互设计师（射击手游）,"['游戏', '游戏交互']",大牛云集，氛围极佳，朝十晚七,20k,10k,15.0,交互设计师,交互设计
成都东方闻道科技发展有限公司,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",不需要融资,150-500人,成都,8k-15k,交互,3-5年,本科,交互设计师,"['教育', '移动互联网', '移动交互', 'Axure', 'Sketch', 'Principle']",福利棒、平台稳定、周末双休、晋升机制完善,15k,8k,11.5,交互设计师,交互设计
中企动力科技股份有限公司,"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",上市公司,2000人以上,北京,12k-18k,交互,3-5年,本科,ue设计师,"['电商', '用户体验', '交互']",核心项目、商务班车、发展空间,18k,12k,15.0,交互设计师,交互设计
深圳市曲速科技有限公司,['无特殊要求'],天使轮,少于15人,深圳,5k-9k,交互,应届毕业生,本科,交互设计师,"['界面设计', '移动交互', '动效设计']","人才不分先后, 能力说话!",9k,5k,7.0,交互设计师,交互设计
广州微用信息科技有限公司,"['年底双薪', '上班用mac', '技能培训', '扁平管理']",不需要融资,15-50人,广州,7k-12k,交互,3-5年,本科,高级UI设计师,"['移动互联网', 'UI', 'Sketch', '动效设计', '移动交互']","发展空间大,年终奖金,扁平化管理",12k,7k,9.5,交互设计师,交互设计
北京青岳科技有限公司,['无特殊要求'],未融资,50-150人,北京,15k-25k,交互,3-5年,本科,交互设计师,"['移动互联网', '交互', '界面设计']",团队优秀，免费零食，周末双休,25k,15k,20.0,交互设计师,交互设计
武汉奇葩互动娱乐有限公司,"['年底双薪', '带薪年假', '年度旅游', '扁平管理']",天使轮,15-50人,武汉,5k-10k,交互,1-3年,本科,游戏UI设计师,"['游戏', 'UI', '设计']","福利好,待遇佳,成长快,回报高",10k,5k,7.5,交互设计师,交互设计
善诊（上海）信息技术有限公司,"['团队能力超强', '重视人才', '团队氛围很棒', '强竞争力薪酬']",C轮,150-500人,上海,20k-35k,交互,3-5年,本科,高级交互设计师,"['交互', '移动交互', '用户体验', 'C端产品']",行业独角兽，团队氛围好，领导nice,35k,20k,27.5,交互设计师,交互设计
广州游爱网络技术有限公司,"['年终分红', '绩效奖金', '专项奖金', '年底双薪']",上市公司,500-2000人,广州,10k-20k,交互,1-3年,大专,UI设计师,"['游戏', 'UI']","福利好,提供三餐,提供交通补",20k,10k,15.0,交互设计师,交互设计
浩仲六弈（上海）网络科技有限公司,"['节日礼物', '年底双薪', '带薪年假', '年度旅游']",A轮,50-150人,上海,12k-18k,交互,3-5年,本科,交互设计师,"['电商', '广告营销', '界面设计', 'PS', 'Sketch', 'Axure']",团队实力强 扁平化管理 商业保险,18k,12k,15.0,交互设计师,交互设计
广东美的制冷设备有限公司,"['年底双薪', '免费班车', '带薪年假', '岗位晋升']",上市公司,2000人以上,广州,20k-30k,交互,3-5年,本科,高级交互设计师,"['交互', '用户体验']","500强,车补房补,带薪年假",30k,20k,25.0,交互设计师,交互设计
中信银行股份有限公司信用卡中心,"['互联网金融', '节日礼物', '绩效奖金', '年度旅游']",上市公司,2000人以上,深圳,25k-30k,交互,5-10年,本科,交互设计师(006931),"['银行', '交互', '墨刀', 'Axure', 'Sketch']","精英团队,千万级用户,知识分享,五险一金",30k,25k,27.5,交互设计师,交互设计
杭州嘉云数据科技有限公司,"['海量大数据', '世界级产品', 'AI', '智能供应链']",D轮及以上,500-2000人,杭州,15k-25k,交互,3-5年,本科,高级/资深交互设计师,"['电商', '交互', '移动交互', '无线交互', '网页交互']",五险一金 双休,25k,15k,20.0,交互设计师,交互设计
上海流利说信息技术有限公司,"['弹性工作', '五险一金', '硅谷文化', '带薪年假']",上市公司,2000人以上,上海,15k-30k,交互,3-5年,本科,交互设计师,"['教育', '移动互联网', '交互', '用户体验', '移动交互']",办公环境好，发展空间大，公司氛围好,30k,15k,22.5,交互设计师,交互设计
杭州同花顺数据开发有限公司,"['带薪年假', '定期体检', '免费班车', '领导好']",上市公司,2000人以上,杭州,15k-30k,交互,3-5年,本科,资深交互设计师,"['移动互联网', '交互', '移动交互', 'C端产品']",上市公司 免费中晚餐 完善的培训,30k,15k,22.5,交互设计师,交互设计
上海麒鱼网络科技有限公司,['无特殊要求'],不需要融资,15-50人,上海,10k-20k,交互,3-5年,不限,资深游戏ui设计师,"['游戏', 'UI']","潜力大,环境好,队友牛",20k,10k,15.0,交互设计师,交互设计
上海微创软件股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",不需要融资,2000人以上,北京,12k-14k,交互,1-3年,本科,交互设计师,"['交互', '用户体验', '移动交互', '网页交互']",双休 六险一金 健身房 带薪年假,14k,12k,13.0,交互设计师,交互设计
上海大秉信息科技有限公司,"['设计公司', '想象力第一', '注重创新', '只要有才华的']",未融资,15-50人,上海,3k-4k,交互,应届毕业生,本科,交互实习设计师,"['界面设计', '移动交互', '交互', '用户体验']",各种有趣的项目；技能的快速成长,4k,3k,3.5,交互设计师,交互设计
北京车之家信息技术有限公司,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",上市公司,2000人以上,北京,15k-30k,交互,5-10年,本科,资深交互设计师,"['交互', '用户体验']",平台大 氛围好 福利优,30k,15k,22.5,交互设计师,交互设计
河南中原消费金融股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",不需要融资,150-500人,上海,20k-40k,交互,5-10年,本科,资深交互设计师,"['交互', '设计', '用户体验']",持牌机构、银行背景、待遇优厚,40k,20k,30.0,交互设计师,交互设计
北京易酷奥科技有限公司,"['产品0-1', '数字化转型', '差异化创新', '线上+线下']",未融资,50-150人,北京,10k-20k,交互,1-3年,不限,资深交互设计师,['交互'],带薪年假、员工体检、补充医疗、交通补助,20k,10k,15.0,交互设计师,交互设计
上海易宝软件有限公司深圳分公司,"['节日礼物', '技能培训', '岗位晋升', '年度旅游']",上市公司,150-500人,深圳,12k-22k,交互,3-5年,不限,交互设计师,['交互'],年度调薪 带薪年假,22k,12k,17.0,交互设计师,交互设计
深圳市赛凌科技有限公司,"['五险一金', '岗位晋升', '带薪年假', '节日礼物']",不需要融资,50-150人,深圳,12k-24k,交互,3-5年,本科,交互设计师,"['交互', '用户体验', 'B端产品']",团队氛围好 扁平化 福利多多,24k,12k,18.0,交互设计师,交互设计
深圳行云创新科技有限公司,"['专项奖金', '带薪年假', '交通补助', '定期体检']",A轮,50-150人,深圳,18k-30k,交互,3-5年,本科,ui交互设计师,"['交互', 'UI', 'B端产品']",技术型公司，周末双休，弹性考勤，福利好,30k,18k,24.0,交互设计师,交互设计
兴业数字金融服务（上海）股份有限公司,['无特殊要求'],不需要融资,500-2000人,杭州,15k-25k,交互,3-5年,本科,交互设计师,"['互联网金融', '交互', 'UI', 'B端产品', 'C端产品']",五险一金 补充医保 行业领先的待遇,25k,15k,20.0,交互设计师,交互设计
黑船科技（上海）有限公司,"['节日礼物', '带薪年假', '领导好', '定期体检']",A轮,150-500人,上海,10k-16k,交互,1-3年,大专,UI交互设计师,"['新零售', '企业服务', '交互', '用户体验', 'UI', 'B端产品']","逗逼团队, 成长型, 技术自由, 定期福利",16k,10k,13.0,交互设计师,交互设计
广州致享信息科技有限公司,"['定期体检', '带薪年假']",未融资,15-50人,广州,6k-10k,交互,1-3年,大专,UE交互设计师,['交互'],"业绩提成,晋升空间大,氛围轻松,不用夜班",10k,6k,8.0,交互设计师,交互设计
广州易得科技发展有限公司,['无特殊要求'],B轮,15-50人,广州,6k-10k,交互,1-3年,本科,交互设计师,['交互'],发展前景 牛逼团队,10k,6k,8.0,交互设计师,交互设计
北京转转精神科技有限责任公司,"['带薪年假', '定期体检', '交通补助', '年底双薪']",B轮,500-2000人,北京,15k-30k,交互,3-5年,本科,交互设计师,['交互'],带薪年假，福利补贴，六险一金，定期体检,30k,15k,22.5,交互设计师,交互设计
亿睿科信息技术（北京）有限公司,"['年终多薪', '带薪年假', '弹性工作', '六险一金']",A轮,150-500人,北京,20k-35k,交互,3-5年,本科,高级交互设计师,"['交互', '用户体验']",稳定14薪 绩效奖金 弹性不打卡,35k,20k,27.5,交互设计师,交互设计
车好多旧机动车经纪（北京）有限公司,"['带薪年假', '弹性工作', '免费班车', '五险一金']",D轮及以上,2000人以上,北京,23k-45k,交互,5-10年,不限,资深交互设计师,"['电商', '汽车', '交互', '无线交互', '移动交互', '网页交互']",股票期权、行业独角兽,45k,23k,34.0,交互设计师,交互设计
上海东福网络科技有限公司,"['带薪年假', '美女多', '五险一金', '岗位晋升']",不需要融资,500-2000人,上海,18k-25k,交互,5-10年,本科,高级UE设计师,"['电商', '本地生活', '交互', '用户体验', '设计']",年终奖 六险一金 假日福利,25k,18k,21.5,交互设计师,交互设计
上海科络达云软件技术有限公司,['无特殊要求'],不需要融资,50-150人,上海,10k-20k,交互,3-5年,不限,ui设计师,"['移动互联网', '汽车', 'UI', '交互', '界面设计']","薪资丰厚,不强制加班,工作环境宽松",20k,10k,15.0,交互设计师,交互设计
海尔优家智能科技（北京）有限公司,"['带薪年假', '弹性工作', '扁平管理', '物联网']",不需要融资,500-2000人,北京,15k-25k,交互,3-5年,本科,ue交互设计师,"['设计', 'B端产品', 'C端产品', '用户体验']",大数据产品经理；物联网人工智能领域,25k,15k,20.0,交互设计师,交互设计
帆软软件有限公司,"['技能培训', '股票期权', '带薪年假', '年度旅游']",不需要融资,500-2000人,无锡,9k-15k,交互,1-3年,本科,交互设计师,"['交互', '用户体验']",大牛多，扁平化,15k,9k,12.0,交互设计师,交互设计
帆软软件有限公司,"['技能培训', '股票期权', '带薪年假', '年度旅游']",不需要融资,500-2000人,南京,8k-16k,交互,1-3年,本科,交互设计师,"['大数据', '工具软件', '交互', 'B端产品', 'Axure', 'Sketch']",大牛多，扁平化,16k,8k,12.0,交互设计师,交互设计
深圳世联行集团股份有限公司,"['五险一金', '通讯津贴', '带薪年假', '年底双薪']",上市公司,2000人以上,深圳,10k-20k,交互,应届毕业生,本科,高级交互设计师（UX/UE）,"['交互', '移动交互', '网页交互', '用户体验']",大型上市公司，平台好，发展好,20k,10k,15.0,交互设计师,交互设计
上海智租物流科技有限公司,['无特殊要求'],A轮,50-150人,上海,18k-30k,交互,3-5年,本科,交互设计师,"['电商', '工具软件', '交互', '用户体验', '思维导图', 'C端产品']",嗯...亮的闪到眼,30k,18k,24.0,交互设计师,交互设计
成都格斗科技有限公司,"['全额加班费', '氛围超好', '带薪年假', '定期体检']",不需要融资,50-150人,成都,10k-20k,交互,1-3年,不限,游戏交互设计师,"['游戏', '交互']",薪酬优厚/不鼓励加班/成长空间,20k,10k,15.0,交互设计师,交互设计
北京欧应信息技术有限公司,"['带薪年假', '垂直社区', '绩效奖金', '扁平管理']",B轮,150-500人,北京,20k-30k,交互,5-10年,硕士,高级交互设计师,"['医疗健康', '用户体验', '交互']",全额五险一金 年终奖,30k,20k,25.0,交互设计师,交互设计
思特沃克软件技术（成都）有限公司,"['技能培训', '节日礼物', '带薪年假', '全球化视野']",不需要融资,2000人以上,成都,15k-25k,交互,3-5年,本科,高级交互设计师-成都,"['企业服务', '交互', '用户体验', '界面设计', 'Sketch']",持续行业影响力，全服务流程设计,25k,15k,20.0,交互设计师,交互设计
思特沃克软件技术（成都）有限公司,"['技能培训', '节日礼物', '带薪年假', '全球化视野']",不需要融资,2000人以上,深圳,18k-25k,交互,3-5年,本科,高级交互设计师-深圳,"['企业服务', '交互', '用户体验', '界面设计', 'Sketch']",持续行业影响力，全服务流程设计,25k,18k,21.5,交互设计师,交互设计
北京蓝莓时节科技有限公司,"['带薪年假', '交通补助', '帅哥多', '五险一金']",A轮,50-150人,北京,15k-25k,交互,3-5年,本科,动效与交互设计师,"['直播', '社交', '交互', '用户体验', '设计']","周末双休,六险一金,带薪年假,法定节假日",25k,15k,20.0,交互设计师,交互设计
潍坊云思盈科互联网技术有限公司,"['带薪年假', '绩效奖金', '专项奖金', '年终分红']",不需要融资,15-50人,潍坊,4k-7k,交互,1-3年,不限,诚聘UI/UE前端交互设计设计师,"['UI', 'PS', 'AI软件', '界面设计']",提供五险优良的办公环境定期团建,7k,4k,5.5,交互设计师,交互设计
上海任意门科技有限公司,"['外企氛围', '年轻活力娱乐', '有才华的团队', '技术导向']",C轮,500-2000人,上海,20k-35k,交互,5-10年,本科,国际线资深体验设计师（偏交互） (MJ000240),"['交互', '用户体验', '移动交互']",团队氛围好/老板nice/发挥空间大,35k,20k,27.5,交互设计师,交互设计
上海任意门科技有限公司,"['外企氛围', '年轻活力娱乐', '有才华的团队', '技术导向']",C轮,500-2000人,上海,20k-35k,交互,5-10年,本科,资深体验设计师（偏交互） (MJ000239),"['交互', '用户体验', '移动交互']",团队氛围好 / 老板nice / 发挥空间大,35k,20k,27.5,交互设计师,交互设计
杭州随笔记网络技术有限公司,"['股票期权', '带薪年假', '年终分红', '福利丰厚']",不需要融资,15-50人,杭州,8k-12k,交互,1-3年,本科,UI设计师,['UI'],"五险一金,双休餐补,带薪年假,晋升空间大",12k,8k,10.0,交互设计师,交互设计
北京悠贝成长科技有限公司,"['弹性工作', '领导好', '扁平管理', '技能培训']",不需要融资,50-150人,北京,10k-20k,交互,3-5年,本科,UE交互设计师,"['教育', '移动互联网']",产品好，福利棒，氛围nice,20k,10k,15.0,交互设计师,交互设计
税友软件集团股份有限公司,"['年终分红', '绩效奖金', '年底双薪', '交通补助']",不需要融资,2000人以上,杭州,13k-25k,交互,3-5年,本科,交互设计师,"['交互', '用户体验', 'PS', 'DW']","五险一金,周末双休,节假日福利,员工旅游",25k,13k,19.0,交互设计师,交互设计
成都简立方视觉科技有限公司,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",未融资,15-50人,成都,8k-10k,交互,1-3年,不限,ue交互设计师/体验设计师,"['网页交互', '用户体验', 'B端产品', 'C端产品']",CEO直属管理 五险一金 发展空间大,10k,8k,9.0,交互设计师,交互设计
上海趋佳信息科技有限公司,"['年底双薪', '定期体检', '带薪年假', '年度旅游']",未融资,50-150人,上海,12k-20k,交互,1-3年,本科,UI设计师,"['交互', 'UI']",扁平管理，月度团建，年度体检，额外商保等。,20k,12k,16.0,交互设计师,交互设计
北京易享信息技术有限公司,"['带薪年假', '五险一金', '弹性工作', '通讯津贴']",未融资,150-500人,广州,14k-18k,交互,3-5年,本科,交互设计师,['互联网金融'],金融行业、优秀团队,18k,14k,16.0,交互设计师,交互设计
河北星泰信息技术有限公司,['无特殊要求'],未融资,150-500人,太原,6k-10k,交互,1-3年,大专,ui交互设计师,"['交互', 'Axure']",职位晋升、带薪培训、节日福利、五险、定期团建,10k,6k,8.0,交互设计师,交互设计
杭州雅乐互动科技有限公司,"['定期体检', '带薪年假', '绩效奖金', '股票期权']",B轮,150-500人,杭州,15k-25k,交互,1-3年,本科,交互设计师,"['Axure', '游戏交互']",双休、六险一金、健身房、下午茶、免费零食,25k,15k,20.0,交互设计师,交互设计
北京布本智能科技有限公司,"['带薪年假', '弹性工作', '年底双薪', '扁平管理']",A轮,50-150人,北京,20k-30k,交互,3-5年,本科,高级交互设计师,"['无线交互', '移动交互', '网页交互', '用户体验']",股票、14薪,30k,20k,25.0,交互设计师,交互设计
上海尉合信息技术有限公司,"['年底双薪', '股票期权', '弹性工作', '扁平管理']",A轮,50-150人,上海,16k-23k,交互,3-5年,本科,交互设计师,"['企业服务', '工具软件', '交互', '用户体验', '网页交互', 'B端产品']",赛道好、发展快、90分队友、boss好,23k,16k,19.5,交互设计师,交互设计
上海德启信息科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '管理规范']",不需要融资,2000人以上,上海,15k-25k,交互,3-5年,本科,UE交互设计师(J10067),"['交互', '设计', 'UI']",千人IT团队，大型项目开发,25k,15k,20.0,交互设计师,交互设计
上海互盾信息科技有限公司,"['绩效奖金', '交通补助', '年终红包', '五险一金']",不需要融资,150-500人,上海,15k-20k,交互,3-5年,本科,资深UE交互设计师,"['工具软件', '移动互联网', '交互', '用户体验', 'C端产品', '移动交互']",氛围好 办公地址交通便利 晋升明确,20k,15k,17.5,交互设计师,交互设计
云鹊医疗科技（上海）有限公司,"['年底双薪', '股票期权', '带薪年假', '领导好']",不需要融资,150-500人,上海,20k-30k,交互,5-10年,本科,UE/UX,"['交互', '用户体验', 'Sketch']","高效团队,一流办公,年底双薪，拒绝996",30k,20k,25.0,交互设计师,交互设计
杭州米络星科技（集团）有限公司,"['年底双薪', '绩效奖金', '专项奖金', '五险一金']",不需要融资,500-2000人,杭州,10k-20k,交互,1-3年,本科,交互设计师 (MJ000272),"['电商', '交互', '用户体验']",五险一金、周末双休,20k,10k,15.0,交互设计师,交互设计
杭州米络星科技（集团）有限公司,"['年底双薪', '绩效奖金', '专项奖金', '五险一金']",不需要融资,500-2000人,杭州,10k-20k,交互,不限,本科,交互设计师 (MJ000229),"['交互', '用户体验']",交互 设计,20k,10k,15.0,交互设计师,交互设计
深圳无觅科技有限公司,"['高速增长', '股票期权', '小而精', '扁平管理']",B轮,150-500人,深圳,25k-50k,交互,3-5年,本科,高级/资深交互设计师,"['移动互联网', '教育', '交互', '移动交互', '用户体验', 'C端产品']",公司高速发展、团队优秀、待遇丰厚,50k,25k,37.5,交互设计师,交互设计
北京创源微致软件有限公司,"['年底双薪', '带薪年假', '岗位晋升', '扁平管理']",不需要融资,50-150人,北京,10k-18k,交互,3-5年,本科,交互设计师（北京）(J10373),"['交互', 'B端产品']",智能制造 行业前景好,18k,10k,14.0,交互设计师,交互设计
上海谷露软件有限公司,"['团队融洽', '股票期权', '扁平管理', '通讯津贴']",A轮,50-150人,上海,15k-25k,交互,1-3年,本科,00353-交互设计师,"['企业服务', '工具软件', '交互', '移动交互', '用户体验', 'UI']",五险一金，带薪年假,25k,15k,20.0,交互设计师,交互设计
深圳前海微众银行股份有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",未融资,2000人以上,深圳,15k-20k,交互,3-5年,本科,YZL-用户体验设计设计师(交互设计),"['互联网金融', '银行']",五险一金 绩效奖金 带薪年假,20k,15k,17.5,交互设计师,交互设计
无锡雪浪数制科技有限公司,['无特殊要求'],B轮,150-500人,上海,15k-25k,交互,3-5年,本科,交互体验设计师,"['交互', '用户体验', '动效设计']",交互体验 视觉设计,25k,15k,20.0,交互设计师,交互设计
用友网络科技股份有限公司,"['技能培训', '岗位晋升', '扁平管理', '管理规范']",上市公司,2000人以上,北京,20k-35k,交互,5-10年,本科,B端产品高级交互设计师,"['企业服务', '交互', '用户体验']",稳定大平台，薪资靠谱，福利完善，班车宿舍食堂,35k,20k,27.5,交互设计师,交互设计
广州经传多赢投资咨询有限公司,"['绩效奖金', '年度旅游', '扁平管理', '技能培训']",不需要融资,2000人以上,广州,6k-10k,交互,1-3年,本科,交互设计师（产品经理方向）,"['移动互联网', '交互', '用户体验', 'UI', '界面设计']",专业成熟团队 多样下午茶 不定期团建,10k,6k,8.0,交互设计师,交互设计
北京读我科技有限公司,"['带薪年假', '交通补助', '五险一金', '住宿补贴']",C轮,2000人以上,北京,15k-25k,交互,3-5年,本科,高级交互设计师(J10561),"['交互', '移动交互']",餐补房补，发展空间大，地铁周边,25k,15k,20.0,交互设计师,交互设计
贝壳金科控股有限公司,"['专项奖金', '年终分红', '定期体检', '绩效奖金']",不需要融资,500-2000人,上海,21k-39k,交互,5-10年,本科,高级UX交互设计师 (MJ001179),['交互'],五险一金带薪年假弹性工作 补充医疗保险,39k,21k,30.0,交互设计师,交互设计
上海识装信息科技有限公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",B轮,500-2000人,上海,25k-40k,交互,3-5年,本科,ux交互设计师,"['电商', '界面设计', '动效设计', 'Axure', 'Sketch']",年底多薪,40k,25k,32.5,交互设计师,交互设计
虎扑（上海）文化传播股份有限公司,"['上班看球赛', '运动俱乐部', '大神分享会', '节日礼物']",D轮及以上,500-2000人,上海,20k-25k,交互,3-5年,本科,高级交互设计师,"['电商', '交互']",快速成长，大平台，福利好,25k,20k,22.5,交互设计师,交互设计
OPPO广东移动通信有限公司,"['丰厚年终', '扁平管理', '追求极致', '本分']",不需要融资,2000人以上,成都,20k-35k,交互,不限,本科,高级交互设计师（成都）,"['交互', 'UI']",公司平台大，发展前景好,35k,20k,27.5,交互设计师,交互设计
前海爱讯科技（深圳）有限公司广州分公司,"['猫猫狗狗任撸', '高学历海归多', '14薪+奖金', '氛围浓郁园区']",不需要融资,50-150人,广州,8k-12k,交互,1-3年,本科,ux交互设计师,"['移动互联网', '即时通讯', '交互', '用户体验', 'UI', '界面设计']",团队好 国际化产品 有萌宠,12k,8k,10.0,交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,20k-28k,交互,5-10年,不限,资深交互设计师,"['交互', '网页交互', '用户体验']",弹性工时、午餐补贴、周末双休,28k,20k,24.0,交互设计师,交互设计
格尔软件股份有限公司,"['节日礼物', '带薪年假', '管理规范', '领导好']",上市公司,150-500人,上海,8k-13k,交互,1-3年,本科,交互设计师,"['交互', 'UI']",上市公司 职业发展 福利待遇,13k,8k,10.5,交互设计师,交互设计
杭州鲸晶智能科技有限公司,['无特殊要求'],天使轮,15-50人,杭州,15k-25k,交互,3-5年,本科,资深交互设计师,"['旅游', '企业服务', '交互', '用户体验', 'Sketch', 'AI软件']",五险一金，年终奖，期权，节假日福利，双休,25k,15k,20.0,交互设计师,交互设计
贝壳金科控股有限公司,"['专项奖金', '年终分红', '定期体检', '绩效奖金']",不需要融资,500-2000人,北京,40k-65k,交互,10年以上,本科,资深交互设计师 (MJ001193),"['交互', '用户体验', '界面设计']",发展空间大；团队氛围好；,65k,40k,52.5,交互设计师,交互设计
广州奇异果科技有限公司,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",不需要融资,50-150人,广州,20k-35k,交互,5-10年,本科,资深游戏UI设计师,"['游戏', 'UI', '界面设计']","五险一金,发挥空间大,发展前景好,国外游",35k,20k,27.5,交互设计师,交互设计
中国平安人寿保险股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",上市公司,2000人以上,深圳,15k-30k,交互,3-5年,本科,0231YD-UI设计师,"['移动交互', 'UI', '用户体验', 'C端产品']","五险一金,绩效奖金,带薪年假,定期体检",30k,15k,22.5,交互设计师,交互设计
实地地产集团有限公司,"['技术大牛', '领导nice', '绩效奖金', '通讯津贴']",不需要融资,500-2000人,北京,15k-30k,交互,3-5年,本科,AR交互设计师,"['可穿戴设备', '智能硬件', '无线交互', '硬件交互', '用户体验']",周末双休，扁平化管理,30k,15k,22.5,交互设计师,交互设计
山东新希望六和集团有限公司,['无特殊要求'],上市公司,2000人以上,成都,12k-18k,交互,1-3年,本科,高级UI设计师,['PS'],平台大，福利多，定期体检,18k,12k,15.0,交互设计师,交互设计
上海微创软件股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",不需要融资,2000人以上,上海,18k-27k,交互,5-10年,本科,UX/UI设计师,"['汽车', '大数据', '交互', 'Axure', 'B端产品', 'C端产品']",六险一金 技术前沿 氛围nice,27k,18k,22.5,交互设计师,交互设计
杭州兑吧网络科技有限公司,"['包午餐晚餐', '奖金多多多', '零食下午茶', '全员出国游']",上市公司,500-2000人,杭州,12k-20k,交互,3-5年,本科,交互动效设计师,"['动效设计', '交互']",股票激励 六险一金,20k,12k,16.0,交互设计师,交互设计
平安科技（深圳）有限公司,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",不需要融资,2000人以上,深圳,15k-30k,交互,3-5年,本科,1131DP-高级/资深交互设计师,"['交互', 'UI', '设计', 'C端产品']","五险一金,绩效奖金,带薪年假,定期体检",30k,15k,22.5,交互设计师,交互设计
富途网络科技（深圳）有限公司,"['年底双薪', '腾讯系', '互联网金融', '年度体检']",上市公司,500-2000人,深圳,18k-25k,交互,不限,不限,高级交互设计师,['交互'],"腾讯系团队,扁平管理,六险一金",25k,18k,21.5,交互设计师,交互设计
北京字节犇牛科技有限公司,"['技术前沿', '地铁旁', '高薪期权', '免费餐']",B轮,15-50人,北京,10k-20k,交互,1-3年,本科,UI/UE设计师,['交互'],12天年假 试用期全薪餐房车补,20k,10k,15.0,交互设计师,交互设计
杭州神兔网络科技有限公司,"['年底双薪', '专项奖金', '提供三餐', '便捷班车']",不需要融资,150-500人,杭州,20k-25k,交互,5-10年,本科,资深交互设计师,"['游戏', '移动互联网', '移动交互', '网页交互', '用户体验', '动效设计']",13薪，三餐双休，奖金,25k,20k,22.5,交互设计师,交互设计
上海谷露软件有限公司,"['团队融洽', '股票期权', '扁平管理', '通讯津贴']",A轮,50-150人,上海,15k-30k,交互,1-3年,本科,交互设计师G00353,"['交互', '用户体验', 'UI', '移动交互']",多名海外留学伙伴，专业用户体验设计师,30k,15k,22.5,交互设计师,交互设计
微软（中国）有限公司,"['岗位晋升', '技能培训', '管理规范']",上市公司,2000人以上,上海,35k-60k,交互,5-10年,本科,微软交互设计师/用户体验设计师,"['交互', '用户体验', '移动交互', '网页交互']",发展前景好，福利待遇优,60k,35k,47.5,交互设计师,交互设计
广州哆啦科技有限公司,"['六险一金', '不打卡', '年度奖金', '带薪休假']",C轮,2000人以上,广州,15k-25k,交互,5-10年,本科,资深交互设计师,"['交互', '设计', '移动交互']",扁平管理、六险一金、绩效奖金、成长空间大,25k,15k,20.0,交互设计师,交互设计
